content_id,description,llm_policy_id,llm_policy_name,llm_severity_tier,llm_confidence,llm_reasoning
CNT-0146,PSA video about suicide prevention hotline and mental health resources (2024),POL-SENSIT,Sensitive Events,GREEN,HIGH,"The video is a PSA providing resources for suicide prevention, which is a discussion about a sensitive topic in a non-exploitative and helpful manner."
CNT-0057,Part 2: Video focused entirely on graphic wound close-ups with no medical contex,POL-VIOL,Violence,RED,HIGH,"The content description explicitly states 'graphic wound close-ups with no medical context,' which aligns with ultra graphic violent acts and injuries in a non-educational setting."
CNT-0057,Part 2: Video focused entirely on graphic wound close-ups with no medical contex,POL-SHOCK,Shocking Content,RED,HIGH,"The focus entirely on 'graphic wound close-ups with no medical context' is highly shocking and constitutes disgusting, gruesome, gory presentations without context, fitting the RED tier."
CNT-0057,Part 2: Video focused entirely on graphic wound close-ups with no medical contex,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Graphic wound close-ups are inherently adult themes and are highly inappropriate for children, making this content unsuitable for a kids audience."
CNT-0462,Reupload of Personal story about recovering from opioid addiction #trending,POL-DRUG,Recreational Drugs,GREEN,HIGH,"The content is a personal story about recovering from opioid addiction, which is explicitly listed as an ads-eligible example under the Recreational Drugs policy."
CNT-0177,Video claiming COVID-19 vaccines contain microchips | unedited,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes COVID-19 misinformation by claiming vaccines contain microchips, which is explicitly listed as a RED tier violation under 'COVID misinformation'."
CNT-0398,Full video: Video promoting essay writing services for university assignments - ,POL-DISHON,Enabling Dishonest Behavior,RED,HIGH,"The content explicitly promotes academic essay writing services for university assignments, which is listed under the RED tier for enabling dishonest behavior."
CNT-0263,Viewer requested: Video showing exposed nudity with clearly visible sexual body ,POL-ADULT,Adult Content,RED,HIGH,"The content explicitly describes exposed nudity with clearly visible sexual body parts, which falls under the most severe tier for adult content."
CNT-0362,Viewer requested: Content disguised as kids cartoon but containing sexual innuen,POL-ADULT,Adult Content,RED,HIGH,"The content contains 'sexual innuendos,' which, especially when disguised as children's content, can be considered sexually suggestive or implied sexual acts, falling under the most severe tier for adult content."
CNT-0362,Viewer requested: Content disguised as kids cartoon but containing sexual innuen,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"The content is explicitly described as 'disguised as kids cartoon' but contains 'sexual innuendos,' which is a direct match for 'Adult themes disguised as kids content' in the RED tier."
CNT-0423,Reupload of Woman breastfeeding her infant in a parenting vlog - viewer discreti,POL-ADULT,Adult Content,GREEN,HIGH,"The content explicitly describes a woman breastfeeding her infant in a parenting vlog, which is categorized as 'breastfeeding with child present' and falls under the Green tier for Adult Content."
CNT-0453,New upload: Movie scene showing character injecting heroin in dramatic context |,POL-DRUG,Recreational Drugs,YELLOW,HIGH,"The content explicitly describes a dramatized movie scene showing a character injecting heroin, which falls under non-educational content focusing on illegal drug consumption and dramatized drug injection."
CNT-0343,Prank video where friends pretend to be caught in sexual situation | unedited,POL-ADULT,Adult Content,YELLOW,HIGH,"The content description explicitly states it is a 'prank video where friends pretend to be caught in sexual situation,' which directly matches the 'pranks with sexual themes' criterion in the YELLOW tier for Adult Content."
CNT-0311,Part 2: Prank where person is told their spouse died causing extreme distress #t,POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,"The content describes a prank designed to cause extreme emotional distress by falsely informing someone of their spouse's death, which directly aligns with the YELLOW tier for pranks causing extreme emotional distress."
CNT-0249,New upload: Video promoting a new line of flavored vape pens and e-liquids (2024,POL-TOBAC,Tobacco-Related Content,YELLOW,HIGH,"The content explicitly promotes a new line of flavored vape pens and e-liquids, which are classified as tobacco-related products under this policy, leading to a YELLOW severity tier."
CNT-0218,Reupload of Graphic depiction of violence between children in schoolyard | unedi,POL-VIOL,Violence,RED,HIGH,"The content explicitly describes a graphic depiction of violence between children, which falls under the RED tier for violence targeting minors."
CNT-0218,Reupload of Graphic depiction of violence between children in schoolyard | unedi,POL-SHOCK,Shocking Content,RED,HIGH,"An unedited, graphic depiction of violence, especially involving children, is considered highly shocking and gruesome, aligning with the RED tier."
CNT-0218,Reupload of Graphic depiction of violence between children in schoolyard | unedi,POL-CONTROV,Controversial Issues,RED,HIGH,"Graphic violence between children can be classified as descriptive child abuse content, which is a clear violation of the RED tier for controversial issues."
CNT-0339,New upload: Action movie clip showing character getting punched with minimal blo,POL-VIOL,Violence,GREEN,HIGH,"The content describes an action movie clip with a character getting punched and minimal blood, which aligns with the 'mild violence with minimal blood' criteria for the GREEN tier."
CNT-0227,New upload: GTA gameplay where character completes drug dealing mission,POL-DRUG,Recreational Drugs,GREEN,HIGH,"The content describes 'GTA gameplay where character completes drug dealing mission,' which is explicitly categorized as 'Gaming content with drug deals' in the GREEN tier."
CNT-0227,New upload: GTA gameplay where character completes drug dealing mission,POL-DISHON,Enabling Dishonest Behavior,GREEN,HIGH,"Depicting fictional drug dealing in a video game falls under 'humorous references on dishonest behavior' and does not promote real-world illegal acts, aligning with the GREEN tier."
CNT-0227,New upload: GTA gameplay where character completes drug dealing mission,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Content depicting drug dealing, even within a video game, is considered an adult theme and is inherently inappropriate for children, aligning with the RED tier."
CNT-0433,Viewer requested: Review comparing different vaping juice flavors and nicotine l,POL-TOBAC,Tobacco-Related Content,YELLOW,HIGH,"The content reviews and compares vaping juice flavors and nicotine levels, which constitutes content promoting tobacco-related products like e-cigarettes and vape pens."
CNT-0496,Video focused entirely on graphic wound close-ups with no medical context #trend,POL-VIOL,Violence,RED,HIGH,"The content focuses entirely on graphic wound close-ups with no medical context, which falls under ultra graphic violent acts and injuries, or graphic dead bodies in a non-educational video."
CNT-0496,Video focused entirely on graphic wound close-ups with no medical context #trend,POL-SHOCK,Shocking Content,RED,HIGH,"The video's sole focus on graphic wound close-ups without context is considered highly shocking, disgusting, gruesome, and gory, with extreme injuries presented for the purpose of shocking viewers."
CNT-0026,Viewer requested: Street fight compilation with visible injuries in educational ,POL-VIOL,Violence,YELLOW,HIGH,"The content features a street fight compilation with visible injuries, which constitutes graphic violence. The 'educational breakdown' provides context, aligning with the YELLOW tier for graphic content in an educational setting."
